default,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_X2,EDUCATION_X1,EDUCATION_X2,EDUCATION_X3,EDUCATION_X4,EDUCATION_X5,EDUCATION_X6,MARRIAGE_X1,MARRIAGE_X2,MARRIAGE_X3
0,5e5,39,-1,0,0,0,-2,-2,4417,5642,8689,-131,-131,-131,5467,5026,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,25e4,31,1,2,0,0,0,0,59878,58348,59530,60668,59786,130890,0,2150,2116,65,72460,5e3,1,0,1,0,0,0,0,0,1,0
0,3e5,38,0,0,0,2,2,2,181387,171685,181780,177363,189423,188567,8e3,14500,0,15150,7700,0,0,0,1,0,0,0,0,1,0,0
1,3e4,40,2,2,3,3,2,2,27975,29906,30604,29834,29936,29862,2700,1500,0,1100,1e3,0,1,0,1,0,0,0,0,1,0,0
0,5e4,28,0,0,0,0,0,-2,9014,9608,12025,16025,0,0,3e3,3e3,4e3,0,0,0,1,0,0,0,0,1,0,1,0,0
0,19e4,40,0,0,2,0,0,0,184276,191540,192422,150300,92391,93119,15e3,6e3,6e3,4e3,4e3,3300,1,0,1,0,0,0,0,1,0,0
0,14e4,26,0,0,0,0,2,0,141057,144306,141949,141345,136379,126211,7200,19e3,10400,0,4931,9100,1,0,1,0,0,0,0,0,1,0
1,1e4,47,0,0,2,0,0,2,6817,9119,8826,8849,9567,9265,2588,0,318,862,0,502,0,0,0,1,0,0,0,1,0,0
0,18e4,54,0,0,0,0,0,0,88545,90403,92245,94082,96050,97963,3279,3343,3366,3483,3507,3628,1,0,0,0,0,1,0,1,0,0
0,5e4,36,1,-2,-2,-2,-2,-1,0,0,0,0,0,2949,0,0,0,0,2322,0,0,0,1,0,0,0,0,1,0,0
0,2e5,32,-1,-1,-1,-1,-1,-1,9249,9362,11109,9471,11132,9633,9363,11119,9473,11140,9636,23635,0,0,1,0,0,0,0,0,1,0
1,17e4,42,-1,-1,-1,-1,-1,-1,1085,326,326,326,326,326,326,326,326,326,326,326,1,0,1,0,0,0,0,1,0,0
1,5e4,25,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,8e4,38,0,0,0,0,0,0,32562,23346,18361,10434,7387,3300,1482,1011,8,111,3509,0,0,1,0,0,0,0,0,0,1,0
0,2e5,61,-1,-1,-1,-1,-1,-1,780,0,780,387,-3,4540,0,780,387,0,4543,1386,1,0,1,0,0,0,0,1,0,0
0,14e4,41,-1,2,-1,-1,0,-1,780,390,390,780,390,390,0,390,780,0,390,390,1,1,0,0,0,0,0,1,0,0
1,29e4,48,1,2,0,0,0,0,292907,285272,288543,209443,132211,133946,0,14e3,9e3,5e3,5e3,5e3,1,0,1,0,0,0,0,1,0,0
1,5e4,41,0,0,0,0,0,0,48027,48725,29600,20150,19232,17143,3e3,1600,2004,2e3,1e3,4e3,0,0,1,0,0,0,0,1,0,0
0,1e4,38,0,0,0,-1,0,0,3213,2797,0,1660,660,660,1e3,0,1660,0,0,0,1,0,1,0,0,0,0,0,0,1
0,8e4,27,2,-1,-1,0,0,0,1195,553,1074,35783,35488,36020,700,1074,35e3,1300,1400,1300,0,0,1,0,0,0,0,0,1,0
1,2e4,22,0,0,0,0,0,0,18535,18541,18270,16992,19025,35744,5109,1600,2400,3800,739,2e3,0,0,0,1,0,0,0,0,1,0
1,23e4,37,0,0,2,0,0,-2,9092,12509,12784,12584,0,0,3500,700,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,6e4,24,0,0,0,0,0,0,60491,61319,56550,43279,28289,28013,2560,1593,1348,1012,1016,1007,1,0,0,1,0,0,0,0,1,0
0,36e4,26,-1,-1,-1,-1,0,-1,724,125,416,190,190,66,125,418,190,0,66,151,1,1,0,0,0,0,0,0,1,0
0,1e5,36,0,0,0,0,0,0,46202,47239,48258,49218,99677,51738,1784,1803,1763,1843,4654,2297,0,0,1,0,0,0,0,1,0,0
0,2e4,24,-1,2,-1,0,0,-1,632,316,948,632,316,1096,0,948,0,0,1096,0,1,1,0,0,0,0,0,0,1,0
0,8e4,49,1,2,2,2,2,2,42053,40185,42887,31745,32211,25836,0,3500,0,4500,0,1500,1,0,1,0,0,0,0,1,0,0
1,9e4,23,0,0,0,0,0,0,40145,41194,42197,42726,43802,42761,2e3,2e3,1502,1737,1500,5050,1,0,0,0,0,1,0,0,1,0
0,2e4,23,0,0,0,0,0,0,16740,17451,18141,18239,18302,18337,1600,1600,1e3,663,654,651,1,0,1,0,0,0,0,0,1,0
1,23e4,61,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,16e4,28,-1,2,-1,-1,-2,-1,3498,3260,678,0,0,678,0,678,0,0,678,0,0,0,1,0,0,0,0,0,1,0
0,2e5,36,-1,-1,-1,-1,-1,-1,2500,0,5448,632,0,646,0,5448,632,0,646,0,1,0,1,0,0,0,0,1,0,0
0,17e4,35,0,0,0,0,0,0,51207,38528,34688,30542,61032,23711,5e3,2e3,3e3,1e3,6e3,8753,0,1,0,0,0,0,0,1,0,0
0,18e4,26,0,0,0,0,0,0,3679,4711,3996,6007,3260,0,1105,1e3,2011,503,0,0,1,0,1,0,0,0,0,1,0,0
0,5e4,29,0,0,0,0,0,0,98492,50095,49057,17426,17789,18003,2477,2409,769,792,659,631,1,0,1,0,0,0,0,1,0,0
0,36e4,40,-1,-1,-1,-1,0,-1,16540,1160,10600,51571,28310,14482,1160,10646,51571,0,14482,12874,1,1,0,0,0,0,0,1,0,0
0,23e4,28,-1,-1,-1,-2,-1,-1,875,375,-250,-125,609,362,1e3,0,0,4e3,3e3,9e3,1,0,1,0,0,0,0,0,1,0
1,8e4,28,0,0,2,2,2,2,75709,80033,78145,80584,81693,78470,6800,0,6e3,3e3,0,5100,1,1,0,0,0,0,0,0,1,0
1,6e4,31,2,2,2,2,2,2,61432,57751,59200,57558,52992,61325,0,4770,2250,0,5e4,0,0,1,0,0,0,0,0,0,1,0
0,12e4,52,0,0,0,0,0,0,117029,118439,118437,116456,116957,119366,5800,4500,4120,4388,4500,4350,1,0,0,1,0,0,0,1,0,0
0,36e4,32,0,0,0,0,0,0,89120,191329,92915,52341,51739,55079,105484,4500,2e3,2100,4400,2934,0,0,0,1,0,0,0,1,0,0
0,15e4,36,0,0,0,0,-1,-1,70001,45813,44309,27428,2013,4724,2500,1200,2618,2013,4724,0,1,0,1,0,0,0,0,1,0,0
0,2e4,46,0,0,0,0,0,0,12146,7698,6005,6411,3125,3164,1273,1039,1e3,123,101,48,1,1,0,0,0,0,0,0,1,0
0,2e4,23,0,0,0,0,0,0,5565,6841,7853,8565,9565,12065,1276,1288,1e3,1e3,2500,1e3,0,1,0,0,0,0,0,0,1,0
1,26e4,27,0,0,0,0,0,-1,19713,22378,24836,32816,42816,8938,3e3,3e3,1e4,1e4,8938,2e3,1,0,1,0,0,0,0,0,1,0
1,23e4,30,0,0,0,0,0,0,1873,2778,4734,6642,8520,9869,1500,2e3,2e3,2e3,1500,2e3,1,0,0,1,0,0,0,0,1,0
0,17e4,43,-1,-1,-1,-1,-2,-2,19247,1230,2910,0,0,0,1230,2910,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,18e4,28,-2,-2,-2,-2,-2,-1,-124,0,0,0,225,35173,1004,0,0,225,24815,10250,0,1,0,0,0,0,0,0,1,0
0,3e4,38,1,2,0,0,0,2,24172,23497,24817,25602,26535,26947,0,1715,1500,1500,1e3,4670,0,1,0,0,0,0,0,0,1,0
0,18e4,30,-1,-1,-1,-1,-1,-2,1730,6792,0,3180,2682,0,6792,0,3180,2682,0,5593,1,0,0,1,0,0,0,0,1,0
1,23e4,32,0,0,0,0,0,0,57259,46226,36089,34158,22872,22592,2500,3e3,3e3,1500,1500,2e3,1,0,1,0,0,0,0,1,0,0
0,28e4,63,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,27e4,29,0,0,0,0,0,0,150185,141926,135741,126197,118340,110557,4988,7e3,5e3,5e3,5e3,5e3,1,0,1,0,0,0,0,0,1,0
0,7e4,39,0,0,0,0,0,0,67474,68750,59186,48178,46197,48444,3100,7172,1e4,1662,3e3,1350,0,1,0,0,0,0,0,1,0,0
0,18e4,28,0,0,0,0,0,0,78128,81976,83338,90031,93692,96100,5e3,4e3,8e3,5e3,4e3,5500,0,0,1,0,0,0,0,0,1,0
1,16e4,32,0,0,0,0,0,2,30414,24158,10091,5905,6210,4302,1200,1036,309,500,0,1e3,1,0,1,0,0,0,0,1,0,0
0,5e4,25,0,0,-1,-1,-2,-2,14500,0,790,3696,6696,5724,0,790,3696,3e3,5724,2271,1,1,0,0,0,0,0,0,1,0
0,6e4,48,-2,-2,-2,-1,0,0,53044,51158,29452,1696,38585,38884,1607,1675,1696,38e3,1500,1400,1,0,1,0,0,0,0,0,1,0
1,5e4,48,3,2,0,0,0,0,12961,12029,11738,11011,9888,10076,507,1158,373,365,359,1111,0,0,1,0,0,0,0,0,1,0
0,13e4,33,0,-1,0,0,-1,-1,9768,8480,2420,0,682,0,8486,1001,0,682,0,0,1,0,1,0,0,0,0,1,0,0
0,2e5,38,-2,-2,-2,-2,-2,-2,2780,2645,-10,4115,1315,0,2658,0,4125,1315,0,0,0,1,0,0,0,0,0,1,0,0
1,2e4,23,0,0,0,0,2,2,11564,13063,14337,15596,15204,17149,2e3,1500,1500,0,2200,0,1,0,1,0,0,0,0,0,1,0
0,3e5,31,-1,-1,-1,-1,-1,-1,1877,2466,0,462,0,3069,2500,0,462,0,3069,280,0,0,0,1,0,0,0,1,0,0
0,16e4,41,0,0,0,0,0,0,120528,100050,102324,104697,103202,94360,7e3,4e3,4e3,4115,4e3,3690,1,1,0,0,0,0,0,1,0,0
0,5e5,41,-1,-1,-2,-2,-1,-1,680,0,0,0,74731,0,0,0,0,74731,0,0,1,1,0,0,0,0,0,1,0,0
1,5e4,25,2,2,2,0,0,0,50863,50887,19345,19152,18953,19388,1600,0,1e3,1e3,900,900,1,0,1,0,0,0,0,0,1,0
0,2e4,25,0,0,0,0,0,0,20052,5328,18428,19709,19833,19376,1500,15e3,2e3,1e3,900,1e3,0,1,0,0,0,0,0,0,1,0
1,2e5,29,2,2,2,2,2,2,172325,174082,177684,180259,183704,186507,6e3,8e3,7e3,6500,6e3,5600,0,0,1,0,0,0,0,0,1,0
0,1e5,26,2,2,2,2,-2,-2,89296,101755,90684,23e3,25e3,0,14002,560,0,2e3,0,53528,0,0,1,0,0,0,0,0,1,0
0,28e4,38,0,0,0,-1,-1,-1,286469,293875,296257,232,-94,143864,8024,8034,232,94,145935,5e3,1,0,0,0,0,0,1,0,0,1
0,36e4,47,0,-1,0,0,0,-1,10221,8337,9696,14332,21446,9476,8536,5e3,8500,1e4,9476,7e3,0,1,0,0,0,0,0,1,0,0
0,42e4,34,-1,0,0,-1,0,-1,440,1479,2940,3160,4160,883,1039,1500,3160,1e3,883,28e3,1,1,0,0,0,0,0,1,0,0
0,5e4,56,0,0,0,0,0,0,48025,49128,49348,44932,19559,18859,1884,1997,1943,693,683,680,0,0,1,0,0,0,0,0,1,0
0,8e4,24,-1,2,-1,-1,-1,-1,1275,887,890,382,2786,2557,2,893,382,2794,2561,77004,1,1,0,0,0,0,0,0,1,0
0,8e4,23,2,3,2,2,0,0,84176,81516,80146,61392,60325,60469,0,2e3,0,3091,2400,2e3,1,0,1,0,0,0,0,0,1,0
0,46e4,27,0,0,0,0,0,0,81252,74766,79012,74349,77504,90032,5020,10027,3001,5004,15e3,5039,1,1,0,0,0,0,0,0,1,0
0,24e4,33,0,0,0,0,-2,-2,47742,27044,24007,0,0,0,1898,1006,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,2e4,24,1,3,2,2,3,2,7719,7455,7187,8367,7945,7669,0,0,1300,0,0,1e3,0,0,1,0,0,0,0,0,1,0
0,29e4,50,0,0,0,0,-1,0,62381,32320,22528,10502,82823,52624,1778,1565,212,82902,2008,1177,0,0,0,1,0,0,0,1,0,0
0,5e4,38,0,0,0,0,0,0,33801,27027,24459,23161,22282,20537,1433,1319,773,787,757,615,1,0,1,0,0,0,0,0,1,0
0,2e5,40,0,0,0,0,0,0,22065,23382,21522,8815,4280,0,2e3,1128,4280,0,0,0,1,0,1,0,0,0,0,1,0,0
0,2e4,27,0,0,2,2,-1,-1,17973,20482,19693,11932,1280,0,2800,0,239,3380,0,0,1,0,0,1,0,0,0,0,0,1
0,1e5,43,0,0,0,0,0,0,43970,45756,46680,47926,49028,49561,2500,2e3,2e3,2001,2014,1605,0,1,0,0,0,0,0,1,0,0
0,26e4,36,0,0,0,0,0,0,107350,110114,112189,114503,117031,112857,4500,4e3,4e3,4200,8790,4200,1,1,0,0,0,0,0,0,1,0
0,2e4,27,4,3,2,0,0,0,21750,21127,20332,19932,19932,7080,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1e4,22,0,0,0,0,0,2,5964,7145,8144,8861,10104,9803,1284,1283,1e3,1535,0,1e3,1,0,1,0,0,0,0,0,1,0
0,42e4,47,-2,-2,-2,-2,-2,-2,46179,82842,77628,52294,0,0,84459,79192,57145,0,0,0,0,1,0,0,0,0,0,1,0,0
0,15e4,25,0,0,0,0,0,0,36497,38190,39322,40260,41458,42251,2287,2071,1591,2e3,1632,1e4,1,1,0,0,0,0,0,0,1,0
0,3e4,25,0,0,0,0,0,0,7244,8265,9436,10123,10335,10691,1142,1313,1e3,375,528,600,1,0,1,0,0,0,0,0,1,0
0,11e4,26,2,0,0,0,0,2,28290,30516,39584,43581,48458,17129,3e3,1e4,5e3,6e3,0,2e3,0,0,1,0,0,0,0,0,1,0
0,18e4,37,-1,-1,0,0,0,-1,8788,40927,28306,31578,21195,11776,40970,1210,10015,10009,11783,110306,0,0,1,0,0,0,0,0,1,0
0,3e5,48,-2,-2,-2,-2,-2,-2,6301,0,2417,470,4690,0,4126,2417,470,4690,0,18774,1,0,1,0,0,0,0,0,1,0
0,26e4,38,-2,-1,-1,-2,-2,-2,622,3074,0,688,2605,377,3084,691,0,2613,378,693,1,1,0,0,0,0,0,1,0,0
0,9e4,45,0,0,0,0,0,0,63115,33963,33807,2966,1223,0,1988,1900,59,24,0,0,1,0,0,1,0,0,0,1,0,0
1,2e4,24,1,2,0,0,2,0,6025,5786,10471,11542,11216,14834,0,5e3,1550,0,4e3,4026,1,0,1,0,0,0,0,0,1,0
0,22e4,30,-1,-1,-1,-1,-1,2,2731,3403,5990,7767,42731,33266,3403,5990,7767,40645,0,4622,1,1,0,0,0,0,0,0,1,0
0,24e4,27,0,0,0,0,-1,2,2961,4748,7013,7722,732,291,2e3,2873,1e3,882,0,0,0,1,0,0,0,0,0,0,1,0
0,44e4,40,0,0,0,0,0,0,98496,82803,79894,73984,137370,132889,1e4,1e4,1e4,8e4,7e3,6e3,1,0,1,0,0,0,0,0,1,0
0,6e4,37,5,4,4,3,2,2,60480,59966,58411,58868,55232,58430,1001,0,2001,0,4301,2e3,1,0,1,0,0,0,0,1,0,0
0,38e4,31,-1,-1,-1,-1,-1,-1,6749,7917,9645,11865,13133,4702,7959,9683,11916,13191,4717,9354,0,0,1,0,0,0,0,1,0,0
1,3e4,44,2,2,2,2,2,2,19608,20696,20071,21432,21704,21205,1700,0,2e3,760,0,2e3,1,0,0,1,0,0,0,1,0,0
0,12e4,35,0,0,0,0,0,0,71708,72047,67080,68660,69411,2855,3200,3e3,3700,3500,1e3,68074,1,0,1,0,0,0,0,0,1,0
0,15e4,29,-2,-2,-2,-2,-2,-2,4583,6917,831,6469,5138,7810,6989,833,6488,5153,7833,7130,0,1,0,0,0,0,0,0,1,0
0,18e4,34,0,0,-2,-1,0,0,25e3,0,0,6398,15218,24901,0,0,6398,9e3,1e4,500,1,0,1,0,0,0,0,1,0,0
0,1e4,37,-1,0,0,0,0,-1,7841,7400,6770,5163,3575,390,1157,1e3,103,72,400,0,1,0,1,0,0,0,0,0,1,0
1,2e4,24,2,2,0,0,2,0,15166,14638,15582,17809,17385,18437,0,1500,2500,0,1500,1500,0,0,1,0,0,0,0,0,1,0
0,61e4,30,0,0,0,0,0,0,50724,8723,6245,7089,8059,8666,2134,1210,2e3,2e3,1666,1500,0,0,1,0,0,0,0,1,0,0
0,18e4,27,1,-2,-2,-1,-1,-2,0,0,0,8081,0,0,0,0,8081,0,0,0,1,0,0,1,0,0,0,0,1,0
1,5e4,53,1,-1,-1,0,0,-1,0,484,929,474,0,1288,484,1e3,0,0,1288,334,0,0,0,1,0,0,0,1,0,0
1,13e4,30,0,0,0,0,0,0,130705,132472,129576,129829,125382,124942,6500,4700,5e3,4600,5200,4500,0,1,0,0,0,0,0,0,1,0
0,2e5,29,0,0,0,2,2,2,137218,141808,151020,152040,164405,161525,6808,11620,5e3,15e3,0,4089,0,1,0,0,0,0,0,0,1,0
0,2e4,29,0,0,2,0,0,0,14897,17512,16926,17368,17959,19023,3170,0,1e3,1e3,3e3,0,0,1,0,0,0,0,0,0,1,0
1,3e4,46,1,2,2,2,2,2,27882,28937,30128,30548,31326,30688,1800,1980,1200,1400,0,800,1,0,1,0,0,0,0,1,0,0
0,16e4,45,1,2,2,2,2,2,11569,11092,12900,12396,13692,13323,0,2e3,0,1500,0,2e3,0,0,1,0,0,0,0,1,0,0
0,41e4,33,-1,-1,-1,-2,-1,-1,3244,8339,0,0,1759,2624,8339,0,0,1759,2624,0,0,1,0,0,0,0,0,1,0,0
0,32e4,30,0,0,-1,-1,-1,-1,8144,7824,7500,7500,7500,7500,7500,7500,7500,7500,7500,42562,1,1,0,0,0,0,0,0,1,0
0,5e4,36,0,0,0,0,0,0,47404,48786,49768,27838,84810,27785,2148,2130,1200,1012,2034,973,1,0,1,0,0,0,0,1,0,0
0,11e4,29,0,0,0,0,0,0,107221,109494,111954,111771,111703,111864,4e3,4300,4164,4500,4200,5e3,0,0,1,0,0,0,0,0,1,0
0,53e4,50,0,0,0,0,0,0,219884,223526,206593,275847,163157,164838,1e4,1e4,1e4,7e3,7e3,5e3,1,0,0,1,0,0,0,1,0,0
0,5e5,58,-1,-1,-1,-1,-1,-1,4101,11076,3834,-754,6276,16871,11155,4024,754,7030,17050,6063,0,0,1,0,0,0,0,1,0,0
0,27e4,30,1,-1,-1,-1,-1,-1,0,2900,2e3,2e3,0,4759,2900,2e3,2e3,0,4759,0,1,0,0,1,0,0,0,0,1,0
1,9e4,39,0,0,0,0,2,2,27764,27690,27593,25833,25318,22684,1500,1500,1500,1500,0,1755,0,0,1,0,0,0,0,1,0,0
0,18e4,30,0,0,0,0,0,0,145563,147348,143548,133408,136481,140008,10035,5096,5e3,5200,6024,5015,0,0,1,0,0,0,0,0,1,0
0,36e4,33,-1,-1,-1,-2,-2,-2,898,11573,0,0,0,0,11573,0,0,0,0,5140,1,1,0,0,0,0,0,0,1,0
1,5e4,57,1,2,0,0,0,2,45608,44619,44856,32461,49916,29117,0,1600,871,30347,0,0,1,1,0,0,0,0,0,1,0,0
0,5e4,51,0,0,0,0,0,0,42257,44243,64104,33406,34104,34869,3e3,2500,1985,1163,1256,1316,0,0,0,1,0,0,0,1,0,0
0,32e4,26,-1,0,0,0,0,-2,111710,12484,13917,12125,0,0,1267,1700,243,0,0,22e4,0,1,0,0,0,0,0,0,1,0
0,23e4,42,-1,-1,-1,-1,-1,2,326,326,326,1458,952,476,326,326,1458,952,0,326,1,1,0,0,0,0,0,0,1,0
0,12e4,31,-1,-1,-1,-1,-1,-1,643,586,3660,5754,5666,5666,586,3660,5754,5666,5666,6246,1,1,0,0,0,0,0,0,1,0
0,24e4,32,1,-2,-1,-1,-1,-1,0,0,493,-5,574,3509,0,493,0,579,3509,1198,1,0,1,0,0,0,0,1,0,0
0,21e4,30,0,0,2,0,0,0,99342,99506,100117,101212,101197,103175,4900,4100,3600,4500,4e3,3900,0,1,0,0,0,0,0,0,1,0
1,2e4,42,0,0,0,0,0,0,16560,17278,18289,18653,19195,19580,1293,1304,668,843,853,790,1,0,1,0,0,0,0,1,0,0
0,11e4,25,1,2,-1,-1,0,0,4382,1972,1426,5660,5660,0,5,1426,5660,0,0,0,1,1,0,0,0,0,0,0,1,0
0,13e4,39,0,0,0,0,0,0,88014,88951,90672,89252,91118,95105,3245,3217,3177,3286,4200,2500,0,0,1,0,0,0,0,1,0,0
0,18e4,37,-1,-1,-1,-1,-1,-1,5480,11834,17380,8329,20406,9772,11850,17552,8333,20406,9772,9315,0,0,1,0,0,0,0,1,0,0
1,22e4,29,2,2,2,2,2,2,124820,126740,121910,89608,53535,36312,6300,0,6e3,2500,0,1500,0,1,0,0,0,0,0,0,1,0
1,26e4,42,3,3,2,2,0,0,215521,210695,213758,208821,213083,217340,0,8e3,0,7800,7800,8300,0,0,1,0,0,0,0,1,0,0
0,3e4,40,1,2,0,0,-1,-1,15526,14923,10936,11436,1520,0,0,1e3,500,1520,0,0,0,0,1,0,0,0,0,1,0,0
0,5e4,29,-2,-2,-1,-1,-1,-1,21523,1481,19766,19661,16740,13272,19505,20509,1513,1515,1539,20217,1,0,1,0,0,0,0,1,0,0
0,15e4,47,0,0,0,0,0,0,153720,150540,153103,152060,151470,151974,7e3,7e3,5200,5500,6300,5100,1,0,0,1,0,0,0,0,1,0
0,16e4,38,0,0,0,0,0,0,47269,45688,47690,48712,49525,50389,2767,2769,1791,1928,1960,1461,0,0,0,1,0,0,0,0,1,0
0,28e4,42,0,-1,-1,0,0,0,18958,2640,182251,173922,160553,147124,2676,189570,6084,5798,4627,3589,0,1,0,0,0,0,0,1,0,0
0,5e4,24,0,0,0,0,0,0,6716,7737,8741,8911,8943,9140,1290,1294,464,324,345,500,0,0,1,0,0,0,0,0,1,0
0,3e5,43,1,-2,-2,-1,-1,-2,1352,2380,0,970,0,89,2380,0,970,0,89,0,1,1,0,0,0,0,0,0,1,0
0,23e4,31,0,0,2,0,-1,-1,60528,49036,31226,15568,1e4,0,5e3,0,5e3,1e4,0,1e4,0,0,1,0,0,0,0,1,0,0
0,19e4,29,-2,-2,-2,-2,-2,-2,51632,9803,3427,924,-876,-969,1e3,3524,929,869,7,1587,0,0,0,1,0,0,0,1,0,0
0,6e4,43,1,-2,-1,-1,-2,-2,0,0,780,0,0,0,0,780,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1e5,25,2,0,0,0,0,0,88420,89705,91943,71201,69804,71088,3600,4e3,2500,2700,2600,2600,1,0,1,0,0,0,0,0,1,0
0,3e4,27,0,0,0,0,0,0,25107,26312,28102,29078,29201,24122,2e3,3e3,2e3,1e3,1500,1e3,0,1,0,0,0,0,0,0,0,1
0,13e4,25,0,0,0,0,-1,0,126454,128179,75525,76862,6131,27117,4252,3e3,1537,1e4,21300,651,0,0,1,0,0,0,0,0,1,0
0,12e4,29,0,0,0,0,0,0,60098,50910,44943,37176,38245,28682,2e3,1500,1500,1500,1500,1500,0,0,1,0,0,0,0,0,1,0
0,16e4,35,1,-2,-2,-1,-1,-2,-200,-200,0,6171,0,0,0,200,6171,0,0,0,1,0,1,0,0,0,0,0,1,0
0,2e4,23,0,0,0,0,0,-1,17772,19058,19681,19507,14656,756,1877,1500,500,0,756,23750,1,0,1,0,0,0,0,0,1,0
0,3e4,24,2,2,2,0,0,0,26133,28926,28167,28568,29019,30430,3526,0,1168,1060,1900,0,1,0,1,0,0,0,0,0,1,0
0,8e4,23,0,0,0,-1,-1,0,6085,4728,5750,1361,1402,1911,1128,1150,1361,1402,1e3,344,1,0,1,0,0,0,0,0,1,0
0,1e5,50,0,0,0,0,0,0,104466,96370,81293,66435,64975,66951,4e3,3e3,3e3,3e3,3e3,3e3,0,0,1,0,0,0,0,0,1,0
0,57e4,31,0,0,0,0,0,-1,26775,28753,48474,42377,41302,1666,15004,25e3,1302,1e3,1666,3778,0,1,0,0,0,0,0,0,1,0
0,5e4,25,1,-1,-1,-1,-1,-1,0,870,590,3700,1999,7300,870,590,3700,1999,7300,17120,1,0,1,0,0,0,0,0,1,0
0,31e4,39,0,0,0,0,0,0,300500,265766,245458,249435,240521,246525,11027,10500,14e3,1e4,1e4,1e4,1,1,0,0,0,0,0,0,1,0
1,14e4,27,0,0,0,2,0,0,19484,20114,16606,9609,5429,9763,2e3,10063,0,2e3,5e3,5e3,0,1,0,0,0,0,0,0,1,0
1,3e5,26,0,-1,-1,-1,0,0,11342,9670,2615,10170,7200,7200,9670,2615,10170,0,0,908,1,0,1,0,0,0,0,0,1,0
1,2e5,46,1,2,2,2,2,2,73537,71796,80453,58257,97180,95531,0,1e4,0,4e4,0,15e3,0,1,0,0,0,0,0,1,0,0
0,23e4,31,0,0,0,0,0,0,184444,182933,178409,175091,171800,168476,7016,5500,5125,5031,4969,5071,1,0,0,1,0,0,0,1,0,0
0,22e4,29,0,0,0,0,0,0,216096,189566,183838,157898,164860,168294,10110,12e3,5852,1e4,6610,5836,0,1,0,0,0,0,0,0,1,0
0,6e4,25,0,0,0,0,0,0,59817,47872,38605,28184,28862,29161,3e3,2e3,1500,1500,1300,2e3,0,0,0,1,0,0,0,0,1,0
0,28e4,39,-2,-2,-2,-2,-2,-2,1863,869,262,1203,4,320,872,262,1203,150,470,1e3,1,1,0,0,0,0,0,0,1,0
0,36e4,34,0,0,0,0,0,0,31580,32618,33610,34281,34944,35498,1549,1541,1212,1200,1e3,1e3,0,0,1,0,0,0,0,1,0,0
0,9e4,23,-1,-1,-1,0,0,0,316,3066,3832,6194,5878,316,3066,3832,5878,0,0,3316,1,1,0,0,0,0,0,0,1,0
0,39e4,47,1,-1,-1,-2,-1,-1,0,3760,0,0,123,0,3760,0,0,123,0,0,0,1,0,0,0,0,0,0,1,0
0,1e4,32,0,0,0,0,0,0,9463,9338,10073,10059,9760,10048,1165,1200,400,520,600,500,1,0,1,0,0,0,0,0,1,0
0,5e4,41,0,0,0,0,0,0,46965,42713,33812,20483,19409,19318,1650,1317,698,693,1e3,545,1,0,1,0,0,0,0,1,0,0
1,1e4,23,0,0,2,0,0,2,7886,9085,7784,8547,8907,6844,1500,1e3,1e3,600,200,500,0,0,1,0,0,0,0,0,1,0
0,31e4,26,0,0,0,0,0,0,40604,42926,44209,45472,46739,47895,3e3,2e3,2e3,2e3,2e3,1e3,1,0,1,0,0,0,0,0,1,0
0,15e4,37,-1,-1,-1,0,0,-1,4787,1046,344,1291,1193,1914,1054,344,1193,0,3e3,0,1,1,0,0,0,0,0,1,0,0
0,25e4,30,0,0,2,0,0,2,77245,84828,82228,83116,87990,86564,8722,0,3010,6249,0,3212,1,1,0,0,0,0,0,0,1,0
1,3e4,32,0,0,0,0,0,0,22541,19623,20606,20693,21134,22435,1338,1321,727,761,2500,1800,0,1,0,0,0,0,0,1,0,0
1,2e4,44,8,7,6,5,4,3,16942,16721,16193,16445,15624,15096,0,0,780,0,0,0,1,0,1,0,0,0,0,1,0,0
0,3e4,24,0,0,0,0,0,0,17615,18338,19350,19734,20301,20812,1310,1322,706,885,1e3,614,1,1,0,0,0,0,0,0,1,0
1,3e5,45,-1,-1,-1,-1,-1,-1,999,-7334,8333,6666,8333,8333,0,24e3,6666,1e4,8333,15449,0,1,0,0,0,0,0,1,0,0
0,9e4,28,0,0,-2,-2,-2,-2,5580,0,0,0,0,0,0,0,0,0,0,776,0,0,1,0,0,0,0,1,0,0
0,3e4,24,0,0,0,-1,-1,2,25063,22275,0,517,25420,24863,1545,0,1517,25420,0,980,0,0,1,0,0,0,0,0,1,0
